Tree_representative	GenomeID	ContigID	ProteinID	gene_type	gene	start	end	strand	HMM_Annot_IDs	product_description	PlotLabel	fill	Cluster
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132550.1	CDS	NA	34255	34632	-	PF00903;K06996;COG3324;TIGR03645;PF00903;K06996;TIGR00068;COG3565;PF00903;K06996;TIGR03081;COG3324;PF00903;K06996;TIGR03081;COG3565;PF12681;K06996;COG3324;TIGR00068;PF14696;K06996;TIGR00068;COG3565;PF18029;K06996;TIGR03645;COG3565;PF19581;K06996;COG3324;TIGR00068;PF19581;K06996;TIGR03645;COG3565	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily;lactoylglutathione lyase;lactoylglutathione lyase family protein;methylmalonyl-CoA epimerase;Predicted enzyme related to lactoylglutathione lyase	PF00903;K06996;COG3324;TIGR03645;PF00903;K06996;TIGR00068;COG3565;PF00903;K06996;TIGR03081;COG3324;PF00903;K06996;TIGR03081;COG3565;PF12681;K06996;COG3324;TIGR00068;PF14696;K06996;TIGR00068;COG3565;PF18029;K06996;TIGR03645;COG3565;PF19581;K06996;COG3324;TIGR00068;PF19581;K06996;TIGR03645;COG3565	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132535.1	CDS	NA	35013	35465	+	NA	ABZJ_00895 family protein	ABZJ_00895 family protein	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132496.1	CDS	NA	35553	36458	+	PF04321;TIGR01777;COG1090;K19997;PF08338	TIGR01777 family protein	PF01370;PF08338	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132667.1	CDS	NA	36450	37565	-	PF01266	NAD(P)/FAD-dependent oxidoreductase	PF01266	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002052046.1	CDS	hemB	37591	38604	-	PF00490;COG0113;K01698	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	hemB	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_005124583.1	CDS	NA	38747	39244	+	PF03061	thioesterase family protein	PF03061	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_000128703.1	CDS	NA	39514	40665	+	PF13437;TIGR02828	HlyD family secretion protein	PF00529;PF13437;PF16576	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002051997.1	CDS	NA	40672	42195	+	PF07690	DHA2 family efflux MFS transporter permease subunit	PF07690	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132659.1	CDS	ggt	42499	44484	+	PF01019	gamma-glutamyltransferase	ggt	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	DV110_RS00220	tmRNA	ssrA	44647	45006	+	NA	transfer-messenger RNA	ssrA	tmRNA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_005132980.1	CDS	NA	45063	45338	-	NA	hypothetical protein	hypothetical protein	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_114259162.1	CDS	NA	46119	49487	+	NA	DruH3	DruH3	druantia_type_III	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132586.1	CDS	NA	49489	55785	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_227501863.1	CDS	NA	56113	56544	+	NA	hypothetical protein	hypothetical protein	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_025467119.1	CDS	NA	56795	57382	+	PF20404;COG4380;TIGR03516;K06294	Prokaryotic membrane lipoprotein lipid attachment site	PF20404;COG4380;TIGR03516;K06294	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132526.1	CDS	hsdR	57783	61298	+	PF00271;PF04313;PF04851;PF08463;PF13643	REase_I	REase_I	RM_type_I	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132470.1	CDS	NA	61319	62884	+	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132652.1	CDS	NA	62884	64383	+	PF01420	Specificity_I	Specificity_I	RM_type_I	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132552.1	CDS	NA	64516	65427	+	PF14267	PDC-S14	PDC-S14	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132668.1	CDS	NA	65706	66656	+	NA	hypothetical protein	hypothetical protein	phage	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_025467118.1	CDS	NA	66661	66963	-	NA	hypothetical protein	hypothetical protein	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_025467117.1	CDS	NA	67242	67526	-	NA	hypothetical protein	hypothetical protein	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132564.1	CDS	NA	68177	69523	-	PF03573;K18093	outer membrane porin, OprD family	PF03573	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132533.1	CDS	NA	69601	70986	-	PF00083	MFS transporter	PF00083	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132474.1	CDS	NA	71159	72103	-	PF00701	dihydrodipicolinate synthase family protein	PF00701	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132643.1	CDS	NA	72289	73179	+	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_003653184.1	CDS	NA	73316	73837	+	PF04542;PF08281	sigma-70 family RNA polymerase sigma factor	PF04542;PF08281	NA	5
WP_002132586.1	GCF_900496765.1	NZ_UFPE01000001.1	WP_002132572.1	CDS	NA	73838	74854	+	PF04773	FecR family protein	PF04773	NA	5
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	D515_RS23130	tRNA	NA	81	157	+	NA	tRNA-Val	tRNA	tRNA	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	D515_RS23135	tRNA	NA	189	265	+	NA	tRNA-Val	tRNA	tRNA	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	D515_RS23140	tRNA	NA	315	390	+	NA	tRNA-Val	tRNA	tRNA	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542196.1	CDS	NA	615	7049	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_152442428.1	CDS	NA	7052	10579	-	NA	DruH3	DruH3	druantia_type_III	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542199.1	CDS	NA	10801	12159	-	PF10117;COG4268;K19147	RM_Type_IV__Type_IV_01	RM_Type_IV__Type_IV_01	RM_Type_IV	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542200.1	CDS	NA	12163	14166	-	PF07728	RM_Type_IV__FAM_1	RM_Type_IV__FAM_1	RM_Type_IV	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542201.1	CDS	NA	14307	14795	-	NA	cytochrome b/b6 domain-containing protein	cytochrome b/b6 domain-containing protein	NA	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_039850587.1	CDS	NA	14862	16355	-	PF01420	Specificity_I	Specificity_I	RM_type_I	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542207.1	CDS	NA	16352	17995	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542209.1	CDS	hsdR	18144	21683	-	PF00271;PF04313;PF04851;PF08463;PF13643	REase_I	REase_I	RM_type_I	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542211.1	CDS	csm6	21720	22847	-	PF09623;TIGR02584;K19135;COG4006	CRISPR-associated protein NE0113 (Cas_NE0113)	csm6	NA	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_152442429.1	CDS	NA	22949	24727	-	PF15611	ZorC	ZorC	zorya_other	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	WP_002542214.1	CDS	NA	24717	25376	-	PF00691	ZorB	ZorB	zorya_other	12
WP_002542196.1	GCF_000333895.2	NZ_ANFM02000056.1	D515_RS23200	CDS	NA	25376	26804	-	NA	hypothetical protein	hypothetical protein	NA	12
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302562.1	CDS	NA	43567	45210	-	PF04326;PF13749	RNA-binding domain-containing protein	PF04326;PF13749	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_079281400.1	CDS	NA	45210	46493	-	PF01420	Specificity_I	Specificity_I	RM_type_I	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302565.1	CDS	NA	46490	48886	-	PF02384;PF12161	MTase_I	MTase_I	RM_type_I	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302568.1	CDS	NA	49041	49325	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302569.1	CDS	NA	49337	50497	-	PF12167;K14059;TIGR01634;COG4385	phage tail protein, P2 protein I family	PF00589;PF12167;PF22022	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302571.1	CDS	NA	50490	50723	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302572.1	CDS	NA	50873	51085	+	PF13443	helix-turn-helix transcriptional regulator	PF13443	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_085990641.1	CDS	NA	51104	54229	-	NA	tyrosine-type recombinase/integrase	tyrosine-type recombinase/integrase	integrase	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_227274817.1	CDS	NA	54226	56673	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_036999595.1	CDS	NA	56670	57149	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_121494931.1	CDS	NA	57452	57880	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_025297863.1	CDS	NA	58180	58734	+	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_306298908.1	CDS	NA	58870	58971	-	NA	BPSL0761 family protein	BPSL0761 family protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_041014693.1	CDS	NA	59167	59364	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	B381_RS16730	CDS	NA	59515	59823	-	NA	MbcA/ParS/Xre antitoxin family protein	MbcA/ParS/Xre antitoxin family protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_228480170.1	CDS	NA	60095	60673	-	PF19570	DUF6088 family protein	PF19570	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302588.1	CDS	NA	60703	60966	-	NA	BPSL0761 family protein	BPSL0761 family protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302589.1	CDS	NA	60972	61259	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_185750598.1	CDS	NA	62147	65059	+	NA	DruH3	DruH3	druantia_type_III	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302593.1	CDS	NA	65065	71271	+	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_085990640.1	CDS	NA	71784	72069	+	PF00665;PF01527;PF13276	IS3-like element ISPst4 family transposase	PF00665;PF01527;PF13276	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	B381_RS22230	sequence_feature	NA	72062	72178	+	NA	AL1L pseudoknot	AL1L pseudoknot	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_085990640.1	CDS	NA	72069	73006	+	PF00665;PF01527;PF13276	IS3-like element ISPst4 family transposase	PF00665;PF01527;PF13276	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_193746208.1	CDS	NA	72988	73521	-	NA	hypothetical protein	hypothetical protein	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302599.1	CDS	NA	74105	74335	+	PF01381	helix-turn-helix transcriptional regulator	PF01381	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302600.1	CDS	NA	74358	75344	-	PF09983	Wadjet anti-phage system protein JetD domain-containing protein	PF09983	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302602.1	CDS	mukB	75344	79768	-	PF16330;PF04310;PF10174;K03632;COG3096;TIGR00618	Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB	mukB	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003160975.1	CDS	NA	79765	80445	-	PF21980	condensin subunit E	PF21980	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003288359.1	CDS	NA	80442	81749	-	PF03882;PF17192	condensin subunit F	PF03882;PF17192	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302603.1	CDS	NA	81807	84086	-	PF13166	PDC-S06	PDC-S06	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003160979.1	CDS	NA	85016	86155	+	PF13433	transporter substrate-binding protein	PF13433	NA	9
WP_003302593.1	GCF_000341615.1	NZ_AOBS01000069.1	WP_003302604.1	CDS	NA	86152	86633	+	PF21332	response regulator	PF21332	NA	9
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004289226.1	CDS	NA	69255	69584	-	NA	hypothetical protein	hypothetical protein	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004289225.1	CDS	NA	69631	70524	-	PF13102;PF17293	phage integrase SAM-like domain-containing protein	PF13102;PF17293	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	FXX41_RS01355	CDS	NA	70973	71884	+	NA	DUF3387 domain-containing protein	DUF3387 domain-containing protein	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329608.1	CDS	NA	72058	74499	-	PF10881;PF13086	AAA domain-containing protein	PF10881;PF13086	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329609.1	CDS	NA	74595	75002	-	PF19514	plasmid mobilization relaxosome protein MobC	PF19514	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	FXX41_RS01370	CDS	NA	75646	75834	-	NA	tyrosine-type recombinase/integrase	tyrosine-type recombinase/integrase	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329612.1	CDS	NA	76124	77353	+	PF00589;PF13102;PF17293	site-specific integrase	PF00589;PF13102;PF17293	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_005652132.1	CDS	NA	77368	78579	+	PF00589;PF13102;PF17293	site-specific integrase	PF00589;PF13102;PF17293	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329614.1	CDS	NA	78712	80280	-	PF12873	DUF3825 domain-containing protein	PF12873	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329615.1	CDS	NA	80786	81094	-	PF12728	helix-turn-helix domain-containing protein	PF12728	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329616.1	CDS	NA	81136	81456	-	PF12728	helix-turn-helix domain-containing protein	PF12728	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329617.1	CDS	NA	81911	82375	+	PF11888	DUF3408 domain-containing protein	PF11888	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_050751518.1	CDS	NA	82605	82979	+	PF21983	plasmid mobilization protein	PF21983	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329619.1	CDS	NA	82976	83902	+	PF03432	relaxase/mobilization nuclease domain-containing protein	PF03432	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329620.1	CDS	NA	83953	84708	+	NA	hypothetical protein	hypothetical protein	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329622.1	CDS	NA	85114	85470	+	NA	helix-turn-helix domain-containing protein	helix-turn-helix domain-containing protein	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329623.1	CDS	NA	85528	86685	+	PF22483	DDE-type integrase/transposase/recombinase	PF22483	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329624.1	CDS	istB	86719	87441	+	PF01695	IS21-like element helper ATPase IstB	istB	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329626.1	CDS	NA	87732	88760	-	PF13280	YafY family protein	PF13280	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329627.1	CDS	NA	88763	94906	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329628.1	CDS	NA	94903	98100	-	NA	DruH3	DruH3	druantia_type_III	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329629.1	CDS	NA	98591	99700	-	PF13102;PF17293	site-specific integrase	PF13102;PF17293	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	FXX41_RS01460	tRNA	NA	99987	100068	-	NA	tRNA-Leu	tRNA	tRNA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_022460414.1	CDS	NA	100376	101932	+	PF13738;K07137;COG2509;TIGR02032	FAD-dependent dehydrogenase	PF01494;PF21688	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329632.1	CDS	NA	101936	102751	+	PF18922	DUF5672 family protein	PF18922	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329633.1	CDS	NA	102705	103550	-	PF14393	DUF4422 domain-containing protein	PF14393	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329634.1	CDS	glf	103555	104649	-	PF03275;PF13450	UDP-galactopyranose mutase	glf	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329635.1	CDS	NA	104662	105642	-	PF00535	glycosyltransferase family 2 protein	PF00535	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329637.1	CDS	NA	106069	106722	-	PF00535	glycosyltransferase family 2 protein	PF00535	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	FXX41_RS01495	tRNA	NA	107218	107292	-	NA	tRNA-Glu	tRNA	tRNA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329639.1	CDS	NA	107502	108242	+	PF11738	RsiV family protein	PF11738	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329640.1	CDS	NA	108354	108488	-	NA	hypothetical protein	hypothetical protein	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329641.1	CDS	NA	108566	109150	-	PF04542;PF08281	RNA polymerase sigma factor	PF04542;PF08281	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329642.1	CDS	NA	109369	110310	-	PF01545;PF16916	cation diffusion facilitator family transporter	PF01545;PF16916	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329643.1	CDS	NA	110307	110834	-	PF04299;COG2808;TIGR03618;K07734	Predicted FMN-binding regulatory protein PaiB	PF12900	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329644.1	CDS	proS	110917	112401	-	PF00587;PF03129;PF09180	proline--tRNA ligase	proS	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329645.1	CDS	NA	112699	114339	-	PF03349;COG2067;K06076;PF03349;COG2067;K06076;TIGR03519;PF03349;COG2067;TIGR03519;PF03349;K06076;COG2067;TIGR03519	Outer membrane protein transport protein (OMPP1/FadL/TodX)	PF03349	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329647.1	CDS	NA	114500	115597	-	NA	hypothetical protein	hypothetical protein	NA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	FXX41_RS01535	tRNA	NA	115818	115904	+	NA	tRNA-Ser	tRNA	tRNA	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329648.1	CDS	NA	116178	117407	+	PF00589;PF13102;PF17293	site-specific integrase	PF00589;PF13102;PF17293	integrase	13
WP_004329627.1	GCF_902373695.1	NZ_CABKND010000002.1	WP_004329649.1	CDS	NA	117462	117956	+	NA	hypothetical protein	hypothetical protein	NA	13
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822961.1	CDS	phnX	3291203	3292018	-	PF00702	phosphonoacetaldehyde hydrolase	phnX	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822962.1	CDS	phnW	3292212	3293345	-	PF00266	2-aminoethylphosphonate--pyruvate transaminase	phnW	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822964.1	CDS	NA	3293402	3294556	-	PF01266;K21061;TIGR03364;COG0665	FAD dependent oxidoreductase TIGR03364	PF01266	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	F964_RS19395	CDS	NA	3294683	3296386	-	NA	putative 2-aminoethylphosphonate ABC transporter permease subunit	putative 2-aminoethylphosphonate ABC transporter permease subunit	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822968.1	CDS	NA	3296380	3297573	-	PF00005	ABC transporter ATP-binding protein	PF00005	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_409360467.1	CDS	NA	3297644	3298645	-	PF13343;K02012;TIGR03261;COG4143;PF13531;K02012;TIGR01276;COG4143;PF13531;K02012;TIGR03261;COG4143	putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein;thiamine ABC transporter, periplasmic binding protein	PF13343	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822972.1	CDS	NA	3298795	3299529	-	PF00392;PF07702	UTRA domain-containing protein	PF00392;PF07702	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822975.1	CDS	NA	3299707	3300036	-	NA	hypothetical protein	hypothetical protein	plasmid	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822976.1	CDS	NA	3300465	3301001	+	PF13827	DUF4189 domain-containing protein	PF13827	plasmid	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822978.1	CDS	NA	3301405	3302211	+	PF05705;COG0429;TIGR03101;K06889	Predicted hydrolase of the alpha/beta-hydrolase fold	PF12146	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	F964_RS23845	CDS	NA	3302566	3302671	+	NA	integrase	integrase	integrase	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822982.1	CDS	NA	3303489	3308123	-	PF05593	RHS repeat domain-containing protein	PF05593	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822983.1	CDS	NA	3308174	3308524	-	NA	hypothetical protein	hypothetical protein	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822986.1	CDS	NA	3309500	3315799	-	PF00270;PF00271;PF09369	DruE3	DruE3	druantia_type_III	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822987.1	CDS	NA	3315803	3319165	-	NA	DruH3	DruH3	druantia_type_III	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822989.1	CDS	NA	3319551	3321392	-	NA	CoCoNut-II__II_CnuC	CoCoNut-II__II_CnuC	CoCoNut_II	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822991.1	CDS	NA	3321389	3323881	-	PF07728	CoCoNut-II__II_CnuB	CoCoNut-II__II_CnuB	CoCoNut_II	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822993.1	CDS	NA	3323889	3325406	-	NA	CoCoNut-II__II_CnuE	CoCoNut-II__II_CnuE	CoCoNut_II	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_228128964.1	CDS	NA	3325390	3328779	-	PF13086;PF13087	DEAD/DEAH box helicase	PF13086;PF13087	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822996.1	CDS	NA	3328739	3330145	-	PF00069	CoCoNut-II__II_STK	CoCoNut-II__II_STK	CoCoNut_II	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822998.1	CDS	NA	3330145	3330819	-	PF13672	CoCoNut-II__II_PP2C	CoCoNut-II__II_PP2C	CoCoNut_II	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004822999.1	CDS	NA	3330849	3331529	-	PF13519	CoCoNut-II__II_TerY	CoCoNut-II__II_TerY	CoCoNut_II	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823000.1	CDS	NA	3331685	3332446	-	PF13532	alpha-ketoglutarate-dependent dioxygenase AlkB	PF13532	phage	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823001.1	CDS	NA	3332448	3333221	-	NA	methyltransferase domain-containing protein	methyltransferase domain-containing protein	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823002.1	CDS	csm6	3333409	3334539	-	PF09623;TIGR02584;K19135;COG4006	CRISPR-associated protein NE0113 (Cas_NE0113)	csm6	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823003.1	CDS	NA	3334836	3334970	+	PF01527	transposase	PF01527	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	F964_RS19510	CDS	NA	3334958	3335527	-	NA	hypothetical protein	hypothetical protein	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823005.1	CDS	NA	3335551	3337137	-	PF00188	CAP domain-containing protein	PF00188	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823006.1	CDS	NA	3337165	3337773	-	NA	hypothetical protein	hypothetical protein	NA	5
WP_004822986.1	GCF_000368485.1	NZ_KB849456.1	WP_004823008.1	CDS	NA	3338804	3339139	+	NA	hypothetical protein	hypothetical protein	NA	5
WP_004959350.1	GCF_000831735.1	NZ_BBSG01000017.1	AJU02_RS06585	tRNA	NA	5260	5349	+	NA	tRNA-Ser	tRNA	tRNA	5
